case,family,root,phase,mechanics,replay_equal,cross_equal,checks_pass,failed,quiescent,ceiling,physical_work,updates,proposals,cell_proposals,arrow_deallocations,cell_deallocations,trace_len,final_tick,body_hash,live_hash,markers
150,useful_positive_selection_control,8200001,6,production,true,false,true,,true,false,21,2,4,2,2,1,27,18,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,2623332550c673313c91af5e133268799c32b209f156ab7da200c332e7cf6025,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
151,learned_negative_disconnected,8200001,6,reference,true,false,true,,false,true,128,2,20,10,18,9,172,32,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,21ba64922a40f8b75cb6032846eee37a98b1c6149a90c546491168cc11fd31ea,disconnected=true;ceiling=true
151,learned_negative_disconnected,8200001,6,production,true,false,true,,false,true,128,2,20,10,18,9,172,32,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,10605e099125953bdb90711f3bc09b1ceb3579203494f8fcca0247af4996108e,disconnected=true;ceiling=true
152,learned_negative_not_traversed,8200001,6,reference,true,false,true,,false,true,112,2,16,8,14,7,156,37,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,63d9c385467c428b05890655068e69c6f10df71cdd9b216ddf1d7967efeb2647,contact_fires=0
152,learned_negative_not_traversed,8200001,6,production,true,false,true,,false,true,112,2,16,8,14,7,156,37,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,875dc2b2a26e3e54fcdbac8c23cbfff95e0c56bdcb242116cf11732c165cf4c6,contact_fires=0
153,fresh_recurrence_packing,8200001,6,reference,true,false,true,,true,false,46,2,12,6,2,1,59,20,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,94516f2ab2521098f9a161dd2a058046d1607babf64a78539dce5bbef2c5bb72,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
153,fresh_recurrence_packing,8200001,6,production,true,false,true,,true,false,46,2,12,6,2,1,59,20,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,77176622468309ebb492de2fc50aa0e8a8f26de1d9a26259bc9f5dc1a0f9f5f4,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
154,learned_negative_stabilizes,8200001,7,reference,true,false,true,,true,false,46,2,12,6,2,1,59,21,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,068f619aa020df169cef9ae33bc2d59689c6e62845990d30a35c9c9180da757e,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
154,learned_negative_stabilizes,8200001,7,production,true,false,true,,true,false,46,2,12,6,2,1,59,21,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,fe99203ad6f504dd1fa087702cd8f4fe6971ba991d6ed37c7af8e8f665ed082f,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
155,no_modulation_no_selection,8200001,7,reference,true,false,true,,false,true,91,0,8,4,8,4,141,58,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,55c889bc31bda7a2ff24c4df9c9ee8e0b1b394d0070bf39434d5495b8f79b747,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
155,no_modulation_no_selection,8200001,7,production,true,false,true,,false,true,91,0,8,4,8,4,141,58,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,58014c6e476607b6aecef5be4d4ea26cc7a8ca13ca6aa8e850af9b6f8ee59730,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
156,candidate_identity_sign_order_permutation,8200001,7,reference,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,21,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,83d7d2f30d9c43bfe78b1882d213c741f67ccc0547f2a28fd7141ddc36c8382a,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
156,candidate_identity_sign_order_permutation,8200001,7,production,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,21,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,e8e3c9556237d850438fcdcc3b1135c74b39f112bda6b51960e9d378e4b9aa39,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
157,inhibitory_location_permutation,8200001,7,reference,true,false,true,,true,false,46,2,12,6,2,1,59,21,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,ddd2494f0cf00e44ce2dcae462e6059ebd183d85f400f2dc0ecac8b62a2c8b17,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
157,inhibitory_location_permutation,8200001,7,production,true,false,true,,true,false,46,2,12,6,2,1,59,21,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,c5b2ca817f209ef0920c868da5ee67854f47ea24c4493c722bd8364425aec244,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
158,irrelevant_negative_not_retained,8200001,7,reference,true,false,true,,true,false,72,2,20,10,6,3,89,21,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,a90f5cdf44a8f68a507bf06ebcfae4f8bb08c31f3666d57d8000a4995918db3a,useful_live=true;others_gone=true;fires=1/1
158,irrelevant_negative_not_retained,8200001,7,production,true,false,true,,true,false,72,2,20,10,6,3,89,21,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,2ec47e5eef0661650e348c661b95fdc8a3f8c28d1d65b515288e535120d2c61a,useful_live=true;others_gone=true;fires=1/1
159,useful_positive_selection_control,8200001,7,reference,true,false,true,,true,false,21,2,4,2,2,1,27,19,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,d35ba26bab20960724986d6e1d3f3d4f47713b857f9501d7b6cd7293bc53c5e1,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
159,useful_positive_selection_control,8200001,7,production,true,false,true,,true,false,21,2,4,2,2,1,27,19,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,e4cc90bb5b8a7328648bc7ae3c471835487d686a7efc406ab9b1b5e0b9b903c0,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
160,learned_negative_disconnected,8200001,7,reference,true,false,true,,false,true,128,2,20,10,18,9,172,33,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,ae3da601b599a813d1de4a10c11d5bf83bdcf1818f97b91816741b800fca3af6,disconnected=true;ceiling=true
160,learned_negative_disconnected,8200001,7,production,true,false,true,,false,true,128,2,20,10,18,9,172,33,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,7689b9a8e043e0488d662d5822776fd53297a5d382eb97f5bdf4936bcbc5bc35,disconnected=true;ceiling=true
161,learned_negative_not_traversed,8200001,7,reference,true,false,true,,false,true,112,2,16,8,14,7,156,38,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,5fce0db512a6d1b4f16863e2dde1259971d0fb33031b4f20d2a7438f4a76c9e3,contact_fires=0
161,learned_negative_not_traversed,8200001,7,production,true,false,true,,false,true,112,2,16,8,14,7,156,38,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,2616cfe303d5d90c4e9ce873029795237c1c42fff8fa44979eb9fee353d5de1e,contact_fires=0
162,fresh_recurrence_packing,8200001,7,reference,true,false,true,,true,false,46,2,12,6,2,1,59,21,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,282c602c966dce3727133688793f6144c08f301486b1201d79081094f9ab941c,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
162,fresh_recurrence_packing,8200001,7,production,true,false,true,,true,false,46,2,12,6,2,1,59,21,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,1586fd5a78a800fed502bfdd88c60c7f4890e5e766211eabc3e6ef28330241cf,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
163,learned_negative_stabilizes,8200001,8,reference,true,false,true,,true,false,46,2,12,6,2,1,59,22,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,c987cd9384595f894abe3962a8ad007a03cc558ff46adfa0082ab6dcc074b650,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
163,learned_negative_stabilizes,8200001,8,production,true,false,true,,true,false,46,2,12,6,2,1,59,22,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,6e78fd3b576e902c18f2d46b8ab2c8a224622835e8d95ede75770ba6b66bf929,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
164,no_modulation_no_selection,8200001,8,reference,true,false,true,,false,true,91,0,8,4,8,4,141,59,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,db59611192ba3037b9f2bafd9e5749359b772f60da8044ede971003ddc9fdb87,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
164,no_modulation_no_selection,8200001,8,production,true,false,true,,false,true,91,0,8,4,8,4,141,59,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,d5802abe6a151ca1730a9bcfb845395ef7a9fc1e6994d8487a12157e95325c67,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
165,candidate_identity_sign_order_permutation,8200001,8,reference,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,22,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,8f8d8445811295c249b8d70c5c4b027ac0d271dff062e6a8e31201e06d5fcd47,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
165,candidate_identity_sign_order_permutation,8200001,8,production,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,22,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,7edb092018cc5cfe37eb27cfa6a6b99904a85e8d5511fa845c1cfb70828fc79a,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
166,inhibitory_location_permutation,8200001,8,reference,true,false,true,,true,false,46,2,12,6,2,1,59,22,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,af1bf1453c526dd5fe5b69feb2d5874dd0611c9b2683f9503fb992de3ba3ce9a,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
166,inhibitory_location_permutation,8200001,8,production,true,false,true,,true,false,46,2,12,6,2,1,59,22,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,71966cb16d098e0e194b1a12bd4ed198602d3a9ceb43f4aa6840c4971621eecf,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
167,irrelevant_negative_not_retained,8200001,8,reference,true,false,true,,true,false,72,2,20,10,6,3,89,22,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,94bb71b40a0183bcf45feac32220dd67c0876a6b14509126ac77e6924ce54087,useful_live=true;others_gone=true;fires=1/1
167,irrelevant_negative_not_retained,8200001,8,production,true,false,true,,true,false,72,2,20,10,6,3,89,22,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,d614d84cb28735944589c80641a08703422154aa522ec707a5ed4bee162d6760,useful_live=true;others_gone=true;fires=1/1
168,useful_positive_selection_control,8200001,8,reference,true,false,true,,true,false,21,2,4,2,2,1,27,20,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,f7f43411f879647a1abf334b1a5eb219fc6c7f71e352f9a4a06fd2066ede66ee,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
168,useful_positive_selection_control,8200001,8,production,true,false,true,,true,false,21,2,4,2,2,1,27,20,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,a4872195b58b7553e90c7baf642019160d4a1fb7da6f5ce085094252457764a4,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
169,learned_negative_disconnected,8200001,8,reference,true,false,true,,false,true,128,2,20,10,18,9,172,34,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,5b7c4621cd65997cf7c1d7fdaa979d39107acdd12bbf1ae7a72a612ede279966,disconnected=true;ceiling=true
169,learned_negative_disconnected,8200001,8,production,true,false,true,,false,true,128,2,20,10,18,9,172,34,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,b984bbd0057478ca8ecb920ba6710daa7569a9d262f68ce2243bacc4e6f0e9bb,disconnected=true;ceiling=true
170,learned_negative_not_traversed,8200001,8,reference,true,false,true,,false,true,112,2,16,8,14,7,156,39,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,f590be7ec24ad75ed1c86a449a1ed22a967eedfdea5570acc0b114a09d78eb0d,contact_fires=0
170,learned_negative_not_traversed,8200001,8,production,true,false,true,,false,true,112,2,16,8,14,7,156,39,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,9111092e715416a9ac520243487a65083be3f4f44a8c70d56b0830f5be81e2f0,contact_fires=0
171,fresh_recurrence_packing,8200001,8,reference,true,false,true,,true,false,46,2,12,6,2,1,59,22,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,c9bd7dd0ef011859af70112a5c0ee684b5ce3d16ba70328a8fbdf810d03c1e43,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
171,fresh_recurrence_packing,8200001,8,production,true,false,true,,true,false,46,2,12,6,2,1,59,22,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,9f5fd2294dc3ff800dfc2f8cc0936d2646b1ad6d66f94bb69ccc693ac8d8474b,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
172,learned_negative_stabilizes,8200001,9,reference,true,false,true,,true,false,46,2,12,6,2,1,59,23,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,a2d7c7f237757faddb614c2a46f160f050f8bd3659b816b290d0cd2ed6099c5a,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
172,learned_negative_stabilizes,8200001,9,production,true,false,true,,true,false,46,2,12,6,2,1,59,23,9ea965c2adeb0d383354ae7d7ea1cd21beed18336c831be96b40670ce8d523f7,f6dd6e3da66934335a21404b8fe7a57fa779cfce9f3ea1614cbd25544b340ec6,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
173,no_modulation_no_selection,8200001,9,reference,true,false,true,,false,true,91,0,8,4,8,4,141,60,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,5973fe6f3394cf92e2809bdcca234bb2e2871d10193c8bbd50fedd8616919eaf,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
173,no_modulation_no_selection,8200001,9,production,true,false,true,,false,true,91,0,8,4,8,4,141,60,b166452f83923e91db1d591d4e9242376232483d3614b59b89a2df5ff87235f9,f5603976616de8a69140b1634e506f3c722aa7959b6ddeba33cff24c9e82a17f,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=true
174,candidate_identity_sign_order_permutation,8200001,9,reference,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,23,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,64efb0696cdaccf8dd43e26b249994c1209e83bb4fca4612e769c86a04be0679,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
174,candidate_identity_sign_order_permutation,8200001,9,production,true,false,false,learned_negative_traverses,true,false,47,2,12,6,2,1,61,23,69c48a31efd6bb86d399c71cb6cfe091c1fe0753bad7d538785facd2a38255da,c6edb9057ca449cf06780d8f689e61bf25e40390393df385ffae7d57f932c9af,selected=CellId(4)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact2;fresh=false
175,inhibitory_location_permutation,8200001,9,reference,true,false,true,,true,false,46,2,12,6,2,1,59,23,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,f911955de707121fb73e1dd5fd078e9fda4676452231e16b051ce67d74115c74,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
175,inhibitory_location_permutation,8200001,9,production,true,false,true,,true,false,46,2,12,6,2,1,59,23,29058c732abaaa16e02584894293f422feb562a4cc68d8fb211ad6330acfc2cb,c78402b2dea0fe2fd3bd111ca9c72a79763ff9b06ae6d5fbcc95c249c5a7812e,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
176,irrelevant_negative_not_retained,8200001,9,reference,true,false,true,,true,false,72,2,20,10,6,3,89,23,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,8a9a9d08158e917e3e9e6b0710b968806025e9c965d15f081100f3bf254f28ed,useful_live=true;others_gone=true;fires=1/1
176,irrelevant_negative_not_retained,8200001,9,production,true,false,true,,true,false,72,2,20,10,6,3,89,23,6fba53d00507ff10d01a4145457e4eec74a91a7ea6f8094c58333fce2ef37a18,1f0c4eb61f94aa7428ea4da5c5430ea6a66b633088d8db684b2f678aaf0e89f2,useful_live=true;others_gone=true;fires=1/1
177,useful_positive_selection_control,8200001,9,reference,true,false,true,,true,false,21,2,4,2,2,1,27,21,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,2cadf5942bb0e478b7aab395ca8a48e3d6c573dbe6ae9526c7ca3b98336bd319,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
177,useful_positive_selection_control,8200001,9,production,true,false,true,,true,false,21,2,4,2,2,1,27,21,c6fd1d35073202e17fe58ca00d87c61aa530e9db580181abf572731fa65a9859,b507a69fcafaee939cd778c21d2714a04ec90cc8a280091df821e93a88a06dbb,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=1->2;anchors=[Some(500); Some(500)]
178,learned_negative_disconnected,8200001,9,reference,true,false,true,,false,true,128,2,20,10,18,9,172,35,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,c9b4fee71411df13f8426f49c293dd5f35a66b3a2ea61f791ec0e4d4f8d5d7c3,disconnected=true;ceiling=true
178,learned_negative_disconnected,8200001,9,production,true,false,true,,false,true,128,2,20,10,18,9,172,35,d311d210a582603c2c796183f4715f8e91ee4e22f42b4b359b8de6ed2c70dc19,6cd5f6feea03c4fdda94c27910ea90cba699f85ee56347037e59d062cf4b042a,disconnected=true;ceiling=true
179,learned_negative_not_traversed,8200001,9,reference,true,false,true,,false,true,112,2,16,8,14,7,156,40,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,f3a223ab0d5c07b0b4d48788c6f3fb61f9081d340a0e825bce524d313180ee75,contact_fires=0
179,learned_negative_not_traversed,8200001,9,production,true,false,true,,false,true,112,2,16,8,14,7,156,40,7e0a9d6e8a423c437f82a3f4425ca467298d96e75b0ccb460cecbfffaf06ae36,ec89d20e0ad306c4ebb81aeec91396c91749911342dcc2809e1264f17d59980a,contact_fires=0
180,fresh_recurrence_packing,8200001,9,reference,true,false,true,,true,false,46,2,12,6,2,1,59,23,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,dc9b9ba3cde879fcbe00fccfeb08e1554d29d77d66ad2311ef8048b1a00326db,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
180,fresh_recurrence_packing,8200001,9,production,true,false,true,,true,false,46,2,12,6,2,1,59,23,83ef7b2501d4b014e4fab330caeee7354087c26b2794d537a7970d1ce8e64b90,54790b6ec5c065cb4f4966ac61bbdd214805ad8ce6c0a33e6ddab1ff9a97074b,selected=CellId(3)/sign-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
